Model,Average Score,Total Time
save/lr0.01_b2_ed0.5,7.013775783589626,2.679810047149658
save/lr0.01_b2_ed0.8,22.53472378117814,2.4257049560546875
save/lr0.01_b4_ed0.5,11.545466114019787,2.75030779838562
save/lr0.01_b4_ed0.8,0.6789269978529466,2.2946903705596924
save/lr0.001_b2_ed0.5,16.33928571428571,2.5505824089050293
save/lr0.001_b2_ed0.8,3.619684750733132,2.262425184249878
save/lr0.001_b4_ed0.5,16.33928571428571,2.310183048248291
save/lr0.001_b4_ed0.8,0.08286948035099995,2.3120107650756836
